age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income,capital
10대,normal,level3, Never-married, Farming-fishing, Own-child, White, Male,50, United-States,0,zero
50대,normal,level2, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States,0,zero
20대,normal,level2, Never-married, Other-service, Own-child, White, Male,40, United-States,0,zero
50대,normal,level4, Divorced, Prof-specialty, Not-in-family, White, Female,60, United-States,1,zero
40대,normal,level4, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States,1,zero
50대,normal,level2, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,1,zero
50대,other,level4, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,1,zero
30대,normal,level2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Sales, Husband, White, Male,45, United-States,1,zero
20대,normal,level2, Never-married, Sales, Own-child, White, Male,30, United-States,0,zero
40대,normal,level2, Divorced, Protective-serv, Unmarried, White, Female,40, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,45, United-States,0,zero
40대,normal,level2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,1,zero
20대,normal,level3, Never-married, Tech-support, Not-in-family, White, Male,40, United-States,0,zero
20대,normal,level3, Never-married, Tech-support, Not-in-family, White, Male,40, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Craft-repair, Husband, Black, Male,36, United-States,0,negative
30대,normal,level2, Divorced, Adm-clerical, Own-child, White, Female,40, United-States,0,zero
50대,normal,level3, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,1,positive
30대,normal,level3, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,1,zero
50대,normal,level1, Never-married, Handlers-cleaners, Other-relative, Black, Male,37, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Prof-specialty, Husband, Black, Male,60, United-States,0,zero
40대,other,level2, Married-civ-spouse, Sales, Wife, White, Female,50, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,0,zero
10대,normal,level2, Never-married, Prof-specialty, Own-child, Black, Male,15, United-States,0,zero
20대,normal,level3, Never-married, Sales, Not-in-family, White, Male,40, United-States,0,zero
20대,normal,level3, Never-married, Handlers-cleaners, Not-in-family, White, Male,30, United-States,0,zero
40대,normal,level2, Married-civ-spouse, Transport-moving, Husband, White, Male,45, United-States,0,zero
30대,normal,level2, Divorced, Exec-managerial, Not-in-family, White, Female,40, United-States,0,positive
10대,normal,level3, Never-married,temp, Own-child, White, Female,40, United-States,0,zero
10대,normal,level3, Never-married, Other-service, Own-child, White, Female,40, Mexico,0,zero
50대,normal,level2, Married-civ-spouse, Sales, Husband, White, Male,50, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Farming-fishing, Husband, White, Male,50, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Adm-clerical, Wife, White, Female,44, United-States,1,positive
60대,normal,level1, Divorced,temp, Not-in-family, White, Male,10, United-States,0,zero
30대,normal,level2, Never-married, Handlers-cleaners, Not-in-family, White, Female,35, United-States,0,zero
30대,other,level3, Married-civ-spouse, Sales, Husband, White, Male,70, United-States,1,zero
30대,normal,level3, Never-married, Adm-clerical, Not-in-family, White, Male,50, United-States,0,zero
10대,normal,level2, Never-married,temp, Own-child, White, Male,40, United-States,0,zero
60대,normal,level4, Married-civ-spouse, Prof-specialty, Husband, Black, Male,35, Jamaica,1,positive
40대,normal,level2, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States,0,zero
20대,normal,level3, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States,0,zero
60대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,20, United-States,0,positive
30대,normal,level3, Never-married, Other-service, Not-in-family, White, Female,40, United-States,0,positive
30대,normal,level1, Married-civ-spouse, Craft-repair, Husband, White, Male,36, Mexico,0,zero
30대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0,zero
20대,normal,level2, Never-married, Farming-fishing, Own-child, White, Male,40, United-States,0,zero
20대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,0,zero
40대,normal,level2, Married-civ-spouse, Craft-repair, Husband, Black, Male,40, United-States,0,zero
60대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,8, United-States,1,zero
40대,normal,level4, Divorced, Prof-specialty, Not-in-family, White, Female,55, United-States,1,positive
50대,normal,level3, Separated, Adm-clerical, Not-in-family, Black, Male,40, United-States,0,zero
20대,normal,level3, Divorced, Exec-managerial, Unmarried, White, Female,25, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Sales, Husband, White, Male,46, United-States,1,zero
30대,normal,level1, Never-married, Machine-op-inspct, Unmarried, White, Male,60, United-States,0,zero
30대,normal,level3, Divorced, Exec-managerial, Unmarried, Black, Female,45, United-States,0,zero
20대,normal,level2, Never-married, Other-service, Not-in-family, White, Male,40, United-States,0,zero
20대,normal,level3, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States,0,zero
40대,normal,level2, Separated, Other-service, Not-in-family, White, Female,40, United-States,0,zero
60대,normal,level3, Married-civ-spouse,temp, Husband, White, Male,8, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States,0,zero
30대,normal,level3, Divorced, Sales, Not-in-family, White, Male,40, United-States,0,zero
60대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,1,zero
20대,normal,level3, Never-married, Sales, Own-child, Black, Male,50, United-States,0,positive
20대,normal,level3, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,35, Philippines,0,zero
50대,other,level4, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,1,zero
20대,normal,level2, Never-married, Craft-repair, Own-child, White, Male,40, United-States,0,zero
20대,normal,level3, Never-married, Sales, Own-child, Black, Female,14, United-States,0,zero
10대,normal,level1, Never-married, Other-service, Own-child, Black, Male,9, United-States,0,zero
20대,normal,level3, Never-married, Adm-clerical, Own-child, White, Female,40, Portugal,0,zero
50대,normal,level3, Never-married, Exec-managerial, Unmarried, White, Female,40, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,0,zero
60대,normal,level2, Divorced, Other-service, Other-relative, White, Female,99, United-States,0,zero
30대,normal,level2, Separated, Other-service, Unmarried, White, Female,35, United-States,0,positive
30대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,65, United-States,0,zero
20대,normal,level2, Never-married, Craft-repair, Own-child, White, Male,40, United-States,0,negative
40대,normal,level3, Separated, Craft-repair, Unmarried, White, Male,47, United-States,1,positive
30대,normal,level2, Divorced, Craft-repair, Own-child, White, Male,40, United-States,0,zero
50대,normal,level2, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,0,zero
30대,normal,level3, Separated, Prof-specialty, Not-in-family, White, Male,40, United-States,0,zero
70대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,4, United-States,0,zero
20대,normal,level3, Never-married, Tech-support, Own-child, White, Male,40, United-States,0,zero
70대,other,level3, Married-civ-spouse, Adm-clerical, Wife, White, Female,6, United-States,1,zero
50대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States,0,zero
40대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,1,zero
20대,normal,level3, Never-married, Sales, Not-in-family, White, Male,50, United-States,0,zero
60대,normal,level2, Married-civ-spouse, Exec-managerial, Husband, White, Male,10, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,1,zero
30대,normal,level2, Never-married, Farming-fishing, Not-in-family, White, Male,52, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Transport-moving, Husband, Black, Male,30, United-States,0,zero
20대,normal,level3, Never-married, Adm-clerical, Own-child, White, Female,40, United-States,0,zero
40대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,35, United-States,0,zero
40대,normal,level2, Divorced, Other-service, Not-in-family, White, Female,35, United-States,0,zero
60대,normal,level1, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0,zero
40대,normal,level3, Never-married, Prof-specialty, Unmarried, White, Female,40, United-States,0,zero
20대,normal,level2, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States,0,positive
40대,normal,level2, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,40, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,1,negative
60대,normal,level2, Married-civ-spouse, Other-service, Husband, White, Male,50, United-States,0,zero
60대,normal,level1, Widowed, Handlers-cleaners, Not-in-family, White, Female,40, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,1,positive
30대,normal,level3, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,1,zero
20대,normal,level3, Never-married, Exec-managerial, Own-child, White, Female,30, United-States,0,zero
20대,normal,level3, Never-married, Exec-managerial, Own-child, White, Female,99, United-States,0,zero
20대,normal,level3, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States,0,zero
40대,other,level2, Married-civ-spouse, Sales, Husband, White, Male,62, United-States,0,zero
20대,normal,level2, Married-civ-spouse,temp, Wife, White, Female,25, United-States,0,zero
50대,normal,level1, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States,0,zero
40대,normal,level4, Divorced, Prof-specialty, Not-in-family, White, Male,80, United-States,1,positive
40대,normal,level2, Separated,temp, Own-child, White, Male,45, United-States,0,zero
50대,normal,level3, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,1,negative
30대,normal,level3, Divorced,temp, Unmarried, White, Female,16,temp,0,zero
40대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,1,zero
50대,normal,level2, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,1,positive
20대,normal,level3, Never-married, Tech-support, Own-child, White, Male,40, United-States,0,zero
30대,normal,level4, Married-civ-spouse, Prof-specialty, Husband, Black, Male,35, United-States,0,zero
20대,normal,level3, Never-married, Adm-clerical, Unmarried, Black, Female,40, United-States,0,zero
60대,normal,level2, Married-civ-spouse, Sales, Husband, White, Male,50, United-States,0,zero
50대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0,zero
20대,normal,level3, Never-married, Transport-moving, Not-in-family, White, Male,40, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0,zero
20대,normal,level2, Never-married, Handlers-cleaners, Own-child, White, Male,35, United-States,0,zero
20대,normal,level1, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40,temp,0,zero
20대,normal,level3, Married-civ-spouse, Exec-managerial, Wife, White, Female,40, United-States,1,zero
30대,normal,level2, Never-married, Craft-repair, Own-child, Black, Male,40, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Exec-managerial, Wife, White, Female,40, United-States,1,zero
50대,normal,level3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,1,zero
30대,normal,level2, Never-married, Exec-managerial, Not-in-family, Black, Male,50, United-States,0,zero
20대,normal,level3, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Female,40, United-States,0,zero
30대,normal,level3, Divorced, Protective-serv, Not-in-family, Black, Male,38, United-States,0,zero
30대,normal,level3, Divorced, Prof-specialty, Unmarried, White, Female,60, United-States,0,positive
20대,normal,level3, Married-civ-spouse, Protective-serv, Husband, White, Male,50, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Transport-moving, Husband, White, Male,34, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Transport-moving, Husband, Other, Male,36, United-States,0,zero
20대,normal,level2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,0,zero
